,pvalue,ttest
PATA_JMICRON,4.190890714821488e-56,15.791882702524315
VIDEO_SAA7164,4.02556181387147e-56,15.794427949797303
PCIE_PME,3.440333242392562e-56,15.80435849802826
DEVPORT,3.0069176177495503e-56,15.81286543509438
IP_NF_IPTABLES,2.9907149352061557e-56,15.813206687665986
USB_SERIAL_MOS7720,2.95967499384318e-56,15.813865609139954
IP_VS_RR,2.953570066911246e-56,15.813996015360258
AD7476,2.824291106962852e-56,15.816822435606543
TCP_CONG_WESTWOOD,2.772488379183041e-56,15.817991332507773
TOUCHSCREEN_CY8CTMG110,2.426926131958353e-56,15.826394291609459
SND_SOC_INTEL_CHT_BSW_RT5672_MACH,2.345660358163226e-56,15.828543471115879
NF_SOCKET_IPV6,2.2476262247983404e-56,15.831237058167474
NET_VENDOR_SOLARFLARE,2.1936300014348384e-56,15.83277108523309
REGULATOR_RK808,2.186859281010428e-56,15.832966089121474
TOUCHSCREEN_RM_TS,2.1805259989779416e-56,15.833149039443379
EPIC100,2.1512707296673645e-56,15.834001068055473
XZ_DEC,2.0320908090588476e-56,15.837595635214631
LEDS_MLXCPLD,2.0120316338597852e-56,15.8382212206245
SPI_INTEL_SPI_PLATFORM,1.8524507749720682e-56,15.84343138985209
SPI_INTEL_SPI,1.8524507749720682e-56,15.84343138985209
STMMAC_ETH,1.7448287651337557e-56,15.847204073341814
FB_SAVAGE_ACCEL,1.535067588608772e-56,15.85527441375409
USB_SERIAL_KEYSPAN,1.4980217192916198e-56,15.856813206138762
COMEDI_USB_DRIVERS,1.4565770232885146e-56,15.85858029383249
VIRTIO_NET,1.4559452735535894e-56,15.858607615722347
XFRM_MIGRATE,1.4360041506663448e-56,15.85947615330375
GREYBUS_ES2,1.3747484392365718e-56,15.86222130742192
INPUT_GP2A,1.3692380279783897e-56,15.862474200022897
VME_PIO2,1.339383275547494e-56,15.863862214827886
MTD_PHYSMAP_OF,1.212410052201986e-56,15.870131721347313
USB_SERIAL_BELKIN,1.1159856931178074e-56,15.875346444528146
PATA_RADISYS,1.0485094832757239e-56,15.87926986000082
USB_SERIAL_TI,9.404095776927558e-57,15.886112451605749
NET_VENDOR_MARVELL,8.60299447085366e-57,15.891709345793744
XFRM_OFFLOAD,8.382531622880467e-57,15.893340893447862
TOUCHSCREEN_PIXCIR,8.309061383089266e-57,15.893894123778319
COMPAT_NETLINK_MESSAGES,8.165387147727733e-57,15.894990213967075
SND_SOC_CS4271_SPI,8.044457909477279e-57,15.895927776764683
RTC_DRV_FM3130,7.471592940870784e-57,15.900569007727208
WLAN,7.404234592331372e-57,15.9011378707509
ENVELOPE_DETECTOR,7.26234257440529e-57,15.902353253704664
NFC_TRF7970A,7.215445717055989e-57,15.902760157345192
TOUCHSCREEN_MELFAS_MIP4,7.21173416591678e-57,15.902792473273115
REGULATOR_GPIO,6.427039497552518e-57,15.910025998382075
VIDEO_HEXIUM_GEMINI,6.032838830941287e-57,15.913999215544619
THUNDER_NIC_VF,6.009887473802055e-57,15.914238448576171
LEDS_DAC124S085,5.747533266887978e-57,15.917039649074727
LEDS_88PM860X,5.562099175880116e-57,15.919097484897488
LEDS_MAX77693,5.500352856620253e-57,15.919797903653881
FB_TFT,5.43059781301594e-57,15.920598653665543
NF_NAT_MASQUERADE_IPV4,5.320576460492395e-57,15.921882702548292
INPUT_MMA8450,5.265679771503308e-57,15.922533321821218
MPLS_IPTUNNEL,4.7296885534154424e-57,15.929266119966718
ISDN,4.2429791421042985e-57,15.936074008458135
USB_LIBCOMPOSITE,3.933579446028801e-57,15.940819040732519
USB_CONFIGFS,3.933579446028801e-57,15.940819040732519
SND_ALOOP,3.788981855852952e-57,15.943165632542946
ISDN_HDLC,3.4514973538955404e-57,15.949009203980115
KEYBOARD_LKKBD,3.3258074800170404e-57,15.951332263663383
NFT_SET_HASH,3.2661445267964445e-57,15.952465768646121
SURFACE_3_BUTTON,3.256708571820459e-57,15.952646924248805
BINFMT_MISC,3.0994310661187625e-57,15.955745920063936
USB_SERIAL_CH341,2.839203811960842e-57,15.96123485612944
DVB_DDBRIDGE,2.804077045284809e-57,15.962013917701203
SCSI_UFSHCD_PLATFORM,2.7422206509508836e-57,15.963409739248016
SENSORS_ADT7310,2.5808009060771595e-57,15.967205443716795
EXTCON_USB_GPIO,2.370104991868619e-57,15.972532314844132
ACPI_APEI,2.2444760570590345e-57,15.975937854420122
IP_VS_OVF,2.1708136874203712e-57,15.97802414268965
COMMON_CLK_XLNX_CLKWZRD,2.1362830536361226e-57,15.979026529504871
MISDN_L1OIP,2.103761818566554e-57,15.979985455098976
AURORA_NB8800,2.0880471522920763e-57,15.980454124270102
SENSORS_ABITUGURU3,1.910069172277065e-57,15.986021848295628
ACPI_REV_OVERRIDE_POSSIBLE,1.8723025015508046e-57,15.987269654971938
USB_SERIAL_EDGEPORT,1.8634056987367262e-57,15.987567252622755
FPGA_MGR_XILINX_SPI,1.8414297400126528e-57,15.988308456593373
DVB_BUDGET_CORE,1.619464571908457e-57,15.99633131833092
USB_SERIAL_IUU,1.5922380865399275e-57,15.997390038714485
INPUT_AD714X_I2C,1.5217832073002224e-57,16.000215739725157
TI_ADC161S626,1.3854376643593356e-57,16.00607479934253
SND_AUDIO_GRAPH_SCU_CARD,1.3810575100234442e-57,16.006272416683274
MFD_ACT8945A,1.3649115685274013e-57,16.007006297369568
NET_SCH_PLUG,1.323655693475613e-57,16.008921506690793
MAX11100,1.2969363130495887e-57,16.010193886043425
CYCLADES,1.26870347033351e-57,16.011567028646144
DVB_NGENE,1.2581161532165566e-57,16.012089819560657
USB_CXACRU,1.2023664290853859e-57,16.0149170795227
MTD_NAND_DENALI_DT,1.1627781059088302e-57,16.017005188656107
IP6_NF_MANGLE,1.1618322127737725e-57,16.017055942218267
WM831X_BACKUP,1.1461052188028632e-57,16.01790588747454
SENSORS_SCH5636,1.0940401183233933e-57,16.020804973639702
ATH9K_HW,1.0700879748433815e-57,16.022185149120862
ATH9K_COMMON,1.0700879748433815e-57,16.022185149120862
NET_DSA_BCM_SF2,1.0580539312159719e-57,16.022890236416917
SENSORS_MAX1111,9.170351085133311e-58,16.031805386134224
TOUCHSCREEN_MMS114,9.129138969381934e-58,16.032086034390744
SND_SOC_INTEL_KBL_RT5663_MAX98927_MACH,8.34863423597954e-58,16.03765373554162
CAN_GRCAN,7.977961522439297e-58,16.04048222752275
MOUSE_SYNAPTICS_I2C,7.809511756131876e-58,16.04181116351352
INPUT_BMA150,6.766200894291419e-58,16.050738462873912
AD7298,6.574483436682466e-58,16.052527268622267
CRYPTO_RMD128,6.558437473614367e-58,16.052679333352142
HID_PENMOUNT,6.137882720588953e-58,16.056802874567722
TINYDRM_MI0283QT,6.0769174475096626e-58,16.05742389113881
TINYDRM_MIPI_DBI,6.0769174475096626e-58,16.05742389113881
QCOM_SPMI_TEMP_ALARM,5.2924831356378536e-58,16.066019764528146
IIO_SSP_SENSORHUB,5.27873093430132e-58,16.066181539456522
MDIO_OCTEON,4.45936951410199e-58,16.076666116664054
ADIS16130,4.3187842860295256e-58,16.07865646448585
SND_SOC_IMG_I2S_OUT,4.3020876569797886e-58,16.078897124396843
SND_ES1938,4.2612297586699406e-58,16.07948998388159
INPUT_DRV2665_HAPTICS,4.257971881810657e-58,16.079537500086865
DVB_AV7110,4.171844310452485e-58,16.08080698521829
TCP_CONG_VENO,4.1447123831236785e-58,16.081212311463513
USB_OXU210HP_HCD,3.947995079241234e-58,16.084232643768214
PCI_REALLOC_ENABLE_AUTO,3.739743906673134e-58,16.08759799547527
NET_VENDOR_AMAZON,3.7107710674428244e-58,16.088080933122807
TOUCHSCREEN_ATMEL_MXT,3.6918131359019526e-58,16.088398973297735
INTEL_PMC_CORE,3.4131687406051796e-58,16.09327105383558
IIO_CROS_EC_LIGHT_PROX,3.3307054479864215e-58,16.09478912482714
BLK_DEV_LOOP,2.692667041849369e-58,16.107982708600545
DM_FLAKEY,2.66042884619237e-58,16.1087296883832
ATH6KL,2.625383344074452e-58,16.109552014227273
IIO_ST_MAGN_SPI_3AXIS,2.5956714353148098e-58,16.11025780127043
NF_NAT_IPV4,2.5348152952168464e-58,16.11172887330325
LEDS_BCM6358,2.3542223170569714e-58,16.11631094997917
IP_VS_LC,2.284048295698818e-58,16.118186612855947
HT_IRQ,2.199699082224453e-58,16.120518655903215
I40EVF,1.9253630484581185e-58,16.12877140418733
USB_R8A66597,1.9228251145321285e-58,16.128853103435073
DRM_PANEL_SITRONIX_ST7789V,1.8843427956313595e-58,16.130105235841935
USB_UEAGLEATM,1.8783103546823384e-58,16.130303825328884
DRM_AMDGPU_USERPTR,1.843939891405485e-58,16.131447575883957
NET_CLS_TCINDEX,1.833640124386294e-58,16.131794461074907
MCP4131,1.763559305028007e-58,16.13420754430593
MTD_SST25L,1.693536291796942e-58,16.136715998261472
DM_SWITCH,1.6803047093562686e-58,16.137201585166107
DM_VERITY,1.5722865152206405e-58,16.14131444270724
TCP_CONG_LP,1.531542124400152e-58,16.14293937536327
JOYSTICK_GRIP_MP,1.5227479768296168e-58,16.143295743354404
NF_SOCKET_IPV4,1.434214024801316e-58,16.147002158221667
JOYSTICK_ANALOG,1.4070502084900146e-58,16.148185165994324
LEDS_TRIGGER_TIMER,1.2960774565586962e-58,16.15326683106408
TCG_TPM,1.1958545254936649e-58,16.158243558842504
AD7606_IFACE_SPI,1.1286080612334496e-58,16.161821500721846
PINCTRL_BAYTRAIL,1.03249860879062e-58,16.16732224266081
BCM_KONA_USB2_PHY,1.0221369006785441e-58,16.167945494947507
FARSYNC,8.816277950745326e-59,16.177080650764317
VXGE,8.769359974836355e-59,16.177410177829234
USB_SEVSEG,8.596962472272492e-59,16.178636277255404
USB_MUSB_HDRC,8.534638493631159e-59,16.17908556570835
DRM_NOUVEAU_BACKLIGHT,8.423467406604413e-59,16.179895165108945
VHOST_NET,8.321306043416865e-59,16.18064859273022
USB_NET2280,7.50566774646414e-59,16.187016827644307
ATM_DUMMY,7.436659843793686e-59,16.18758689508494
LEDS_IS31FL32XX,7.396438219711779e-59,16.18792159792407
TYPEC_TCPM,7.1671062200305675e-59,16.18986531884788
USB_EHCI_PCI,7.043909315720166e-59,16.19093522604099
RTC_DRV_DS1374,6.630458697721697e-59,16.194667261566106
ADIS16260,6.503151788613119e-59,16.195863212126344
IPWIRELESS,5.89788534280436e-59,16.201888392444364
NF_TABLES_NETDEV,5.2790408180006324e-59,16.208722309772508
BAYCOM_SER_HDX,5.265676066286967e-59,16.208878552547137
NFT_EXTHDR,4.287369457844223e-59,16.221542309484658
CRYPTO_VMAC,4.276976190460598e-59,16.2216917929323
SND_SOC_INTEL_BYT_CHT_ES8316_MACH,4.115360363118446e-59,16.224064020564036
BATTERY_TWL4030_MADC,3.998462309200712e-59,16.22583844993064
QCOM_EMAC,3.9881156824530285e-59,16.22599798627682
IP_SET,3.9056112637779907e-59,16.227285088889946
NFC_MRVL_UART,3.6925042725138963e-59,16.230739272031375
DUMMY,3.4333945690078495e-59,16.235217131398247
BAYCOM_SER_FDX,3.4205028622377515e-59,16.235448628776325
YAM,3.3279786811394177e-59,16.237136051210662
EFI_MIXED,3.270825585421339e-59,16.23820190210448
NET_SCH_DSMARK,3.1797319974647083e-59,16.23993967694917
SND_EMU10K1,3.098405564067835e-59,16.241533555814353
PROVIDE_OHCI1394_DMA_INIT,2.8884337589041846e-59,16.24584967757361
IP_SET_BITMAP_IP,2.884027029751841e-59,16.245943574076957
TOUCHSCREEN_ELAN,2.8606397767978423e-59,16.246444303247657
CRYPTO_SHA256_SSSE3,2.7945239108668267e-59,16.247882243536324
NF_TABLES_IPV6,2.741029484620843e-59,16.249070709976507
CAIF_TTY,2.7185095986346714e-59,16.24957795316141
SND_SOC_MAX98357A,2.705172597481768e-59,16.24988033639193
GREYBUS_GPIO,2.6602687529241147e-59,16.250909450488315
NET_CLS_ROUTE4,2.5918242013196633e-59,16.25251185322674
NF_DEFRAG_IPV6,2.4095707035462296e-59,16.256993498365077
FCOE,2.319488357432363e-59,16.25933496481032
TOUCHSCREEN_ZET6223,1.977236607913383e-59,16.26914204011525
PATA_SERVERWORKS,1.9218707132199508e-59,16.2708861125063
CRYPTO_SERPENT_SSE2_X86_64,1.8999910899429632e-59,16.27158917763401
NET_SCH_SFQ,1.8988242516108929e-59,16.271626898244566
MFD_MT6397,1.8268961555724077e-59,16.27399787197838
AHCI_CEVA,1.82619322385394e-59,16.274021498826443
USB_SERIAL_SSU100,1.7693450037154218e-59,16.275962904165
IP6_NF_FILTER,1.6429807986951384e-59,16.280510834961778
ATM_MPOA,1.6222632938234046e-59,16.281289586888892
BACKLIGHT_ADP5520,1.615230689590156e-59,16.281556190262556
VF610_DAC,1.3709620425894383e-59,16.291614921918843
GPIO_VIPERBOARD,1.3485669580378241e-59,16.29262497705199
USB_DWC3_OF_SIMPLE,1.3251080924186878e-59,16.293701091197217
DM_CACHE_SMQ,1.3242890047733787e-59,16.293739006758727
ACPI_DEBUGGER,1.2716645424609646e-59,16.29622529351667
NETFILTER_NETLINK,1.2125921498341191e-59,16.29914137655642
BCMA_DRIVER_PCI,1.1953165153811794e-59,16.300020968942956
PCIEPORTBUS,1.1319952047316207e-59,16.303356977308525
TOUCHSCREEN_WM97XX,1.1153894226517305e-59,16.304262623715736
PATA_TRIFLEX,1.0556760437288837e-59,16.30763410610914
NET_SCH_CBQ,9.926967003769027e-60,16.31140240066238
SERIAL_DEV_BUS,8.938180243775813e-60,16.31782817521398
ASYNC_RAID6_TEST,8.7472810007543e-60,16.319150042336048
JOYSTICK_AS5011,8.637560937531385e-60,16.319922859358467
MMC_SDHCI_XENON,7.967445942159692e-60,16.32486627087515
PCI_HYPERV,6.770782587304243e-60,16.33482419400948
NET_SCH_CHOKE,5.788861399004399e-60,16.34440528816485
VGA_SWITCHEROO,5.593199710491842e-60,16.346507144797307
INTEL_TH_STH,5.519605417308228e-60,16.347316732756443
KEYBOARD_BCM,5.246126276719155e-60,16.350422436489335
IEEE802154_ATUSB,4.8331497822893347e-60,16.355432217705932
GARP,4.567591265332645e-60,16.358884309947694
NF_CONNTRACK_NETBIOS_NS,4.564875356013842e-60,16.358920638673894
LEDS_DA9052,4.1128962919328843e-60,16.365287749259938
MFD_CROS_EC,3.962833314722129e-60,16.36755692323419
USB_TRANCEVIBRATOR,3.948781640121416e-60,16.367773771952187
NET_VENDOR_ROCKER,3.910810606226025e-60,16.368363618014953
IP_VS_SH,3.685575398581227e-60,16.371984249692126
PNP_DEBUG_MESSAGES,3.540047063897299e-60,16.37444280072942
ISDN_DRV_HISAX,3.465865927668575e-60,16.375735043420374
ZSMALLOC,3.391741201519347e-60,16.377054127122605
IP_SET_HASH_IP,3.3109350629388154e-60,16.378525238586537
TCP_CONG_SCALABLE,3.235534871985601e-60,16.379930558709095
SND_SOC_INTEL_CHT_BSW_MAX98090_TI_MACH,3.108404327595862e-60,16.382375618355262
IP_VS_DH,3.005283965911886e-60,16.38443323205235
SND_AZT3328,2.856781153490599e-60,16.38752346454752
QLA3XXX,2.673150380369695e-60,16.391573942026813
MICREL_KS8995MA,2.6340712652992283e-60,16.392471663175094
DRM_MXS,2.56815153474394e-60,16.39401646901199
BMP280_SPI,2.4588501117683338e-60,16.396667132395724
AFE4403,2.3758731514763752e-60,16.398759008223355
FB_TFT_HX8357D,2.3578488620264585e-60,16.399223022617715
AX25,2.2525033491356e-60,16.402007790724145
PHY_QCOM_USB_HS,2.2185768312553706e-60,16.40293231474126
LEDS_TRIGGER_GPIO,2.1491402169423883e-60,16.404869255247075
AD5592R,1.859337280843825e-60,16.41368962646838
MAX1118,1.836877584709475e-60,16.41442945710712
SMSC911X,1.8087522611332485e-60,16.41536873035236
AS3935,1.744104916415808e-60,16.417584058550688
AD5449,1.7378997158192077e-60,16.41780098493987
USB_M66592,1.7358357280575578e-60,16.417873310548988
NET_SCH_CODEL,1.6068857948312586e-60,16.42257069286529
ADF4350,1.5464909721781326e-60,16.424901490975138
BACKLIGHT_AS3711,1.5051084536822428e-60,16.42655152073561
USB_EHSET_TEST_FIXTURE,1.3641076677488566e-60,16.43253404453578
INPUT_DRV2667_HAPTICS,1.3015088302142476e-60,16.435390381041312
INPUT_RETU_PWRBUTTON,1.2825349909719073e-60,16.436283224198064
ENCLOSURE_SERVICES,1.2431168176618663e-60,16.438180952023547
TCP_CONG_VEGAS,1.1789521009592391e-60,16.441402171537792
AD5686,1.1300877662228747e-60,16.44397469173277
IP_SET_HASH_NET,1.129589118964531e-60,16.444001510981778
IP6_NF_RAW,1.1168902525656127e-60,16.444688511959946
TEXTSEARCH_BM,1.0783467303984337e-60,16.44682238252015
TEXTSEARCH_FSM,1.0783467303984337e-60,16.44682238252015
MAC80211_HWSIM,1.0571177854353064e-60,16.448030363966346
LP8788_ADC,1.0417094563009315e-60,16.44892237289267
AD5504,1.0046874674682407e-60,16.45112053411935
CRYPTO_CAST_COMMON,9.960659060058495e-61,16.451644016282387
CIFS,8.959594050956243e-61,16.458076183451777
SND_SOC_ADAU1761_SPI,8.253541546134659e-61,16.46305915423669
CRYPTO_TWOFISH,8.15080461530101e-61,16.46381942127704
USB_PXA27X,7.997219600982308e-61,16.46497396516029
AFS_FS,7.208144251767443e-61,16.471277480386693
MCP4922,7.062449418026967e-61,16.472516248152864
EARLY_PRINTK_USB,7.009126442962783e-61,16.47297600087717
ROSE,6.919823361178968e-61,16.473753837738254
TI_ADC12138,6.809559796365558e-61,16.474728158695772
SND_SIMPLE_SCU_CARD,6.256755084932017e-61,16.47986280081148
NET_SCH_MULTIQ,6.237238089759705e-61,16.48005224227742
EXTCON_MAX3355,5.984307792149519e-61,16.482562189720902
BATTERY_DA9030,5.577403762482207e-61,16.486830824854852
SND_DUMMY,5.270660437621689e-61,16.490259121383126
ROADRUNNER,5.074339034562987e-61,16.492559263081336
MPL115_SPI,4.9128449658542114e-61,16.49451883542281
HDMI_LPE_AUDIO,4.822470706229565e-61,16.495643639896564
USB_SERIAL_OMNINET,4.0769376960418014e-61,16.505814271347514
USB_SERIAL_EMPEG,3.766191470769223e-61,16.51061351317955
TOUCHSCREEN_CYTTSP_I2C,3.3298761775485575e-61,16.518064274186177
USB_GPIO_VBUS,3.200942388451191e-61,16.520453172325972
INFINIBAND_ISERT,3.1597036829177e-61,16.521237523924686
NF_LOG_ARP,3.151074849484532e-61,16.521402932493416
SND_ALS300,3.128615281022427e-61,16.52183559162505
DRM_I915_GVT,3.1059590780631185e-61,16.522275185613037
MCP320X,2.8728346410775746e-61,16.52699361095249
NF_TABLES_IPV4,2.8171861185827207e-61,16.528176324920064
NET_SCH_FQ,2.4689778341620175e-61,16.536151407016376
HID_NTRIG,2.125406916477532e-61,16.545204296781712
LIB80211_CRYPT_WEP,2.020129019076536e-61,16.548272467896567
LIB80211_CRYPT_CCMP,2.020129019076536e-61,16.548272467896567
LIB80211_CRYPT_TKIP,2.020129019076536e-61,16.548272467896567
BMC150_MAGN_SPI,1.836735585169317e-61,16.554018824109793
IEEE802154_FAKELB,1.834177266231102e-61,16.554102967637487
MAX5481,1.7152194876800877e-61,16.55815047393785
SURFACE3_WMI,1.6919709700240603e-61,16.558974098134968
USB_EMI62,1.687178396774953e-61,16.559145285728555
NET_SCH_RED,1.6727740456423923e-61,16.55966273162037
MAX5821,1.662102134143933e-61,16.560048968733298
IP_VS_WLC,1.573342190241899e-61,16.563360541027414
SERIAL_MEN_Z135,1.540811318433865e-61,16.564621074813758
PATA_ARTOP,1.508723588951149e-61,16.565890688748603
BLK_DEV_OFFBOARD,1.462670630656547e-61,16.567760689126043
MLX_PLATFORM,1.3867407274113314e-61,16.57097586255717
IIO_CROS_EC_BARO,1.2554304945655826e-61,16.576974053405557
ADIS16480,1.2245624800182117e-61,16.57847480375537
BACKLIGHT_AAT2870,1.2137357563782706e-61,16.579010125074003
ATA_GENERIC,1.1707516200482637e-61,16.581183460063958
BLK_DEV_CRYPTOLOOP,1.0196464619576944e-61,16.589510244871125
SENSORS_MAX31722,9.966608698742196e-62,16.590883727598886
NET_SCH_HHF,9.820768671701915e-62,16.59177164501571
RTC_DRV_MC13XXX,9.213170739047825e-62,16.595618007845026
IIO_CROS_EC_SENSORS,8.534299658040748e-62,16.60022660431006
CRYPTO_SALSA20_X86_64,7.836923067630379e-62,16.605357926440426
PTP_1588_CLOCK,7.1364206273504575e-62,16.610992346237808
NF_DUP_NETDEV,6.923881594699277e-62,16.612811302086037
SERIAL_SC16IS7XX,6.917281313295101e-62,16.612868675504966
USB_LD,6.62152198679404e-62,16.615497208585516
TOUCHSCREEN_MC13783,6.32784942284722e-62,16.618225597291428
TOUCHSCREEN_TSC2004,6.311485984424436e-62,16.618381312294844
RADIO_MAXIRADIO,5.628350324873973e-62,16.625268980488993
DRM_I915_ALPHA_SUPPORT,5.543767046705337e-62,16.626179199412977
NFT_LIMIT,5.079316038173991e-62,16.63143786205625
TOUCHSCREEN_TSC200X_CORE,4.617946179893904e-62,16.637159174088897
TOUCHSCREEN_SX8654,4.278344609117971e-62,16.641746995999252
X86_POWERNOW_K8,4.219330626110256e-62,16.64258111247277
ADIS16080,3.4836696338293554e-62,16.654082481561815
IXGB,3.121084424405825e-62,16.66067670273552
USB_SERIAL_KOBIL_SCT,3.0149005059157036e-62,16.662752952057772
REGULATOR_VIRTUAL_CONSUMER,2.959456926988974e-62,16.66386620328351
NET_CLS_BPF,2.916062725250963e-62,16.66475211055339
MAXIM_THERMOCOUPLE,2.7532633719493774e-62,16.668197036641104
PWM_LP3943,2.511691495845352e-62,16.67370233608326
USB_SPEEDTOUCH,2.402301734275352e-62,16.67637124029969
NFT_FIB,2.331830326059699e-62,16.6781555348369
HDM_DIM2,2.3220221761618674e-62,16.678408121742187
MD_LINEAR,2.2554759724164686e-62,16.680150473274466
AD5764,2.1931921717256092e-62,16.681828271023424
PATA_HPT3X3,2.168172111570792e-62,16.682515666227484
NF_LOG_COMMON,1.973606504439215e-62,16.688147548061337
IP_SET_LIST_SET,1.6136618407284332e-62,16.70020243732638
DM_INTEGRITY,1.4851927556360917e-62,16.705166708002242
NET_SCH_TBF,1.315477619239454e-62,16.712425147358307
B53_SRAB_DRIVER,1.09327006206772e-62,16.723486834284248
CAN_CC770_ISA,1.072975694476281e-62,16.72460663744868
ZRAM,1.041501279145253e-62,16.72638578033848
HSU_DMA,9.782126800436454e-63,16.730131463813688
DRM_AMDGPU_SI,9.42621233401727e-63,16.732345488419007
HID_ELO,9.387197913569518e-63,16.73259323269695
SENSORS_AD7314,9.255764298353177e-63,16.733435461608387
FIB_RULES,9.159557009514486e-63,16.734059548789887
INPUT_DRV260X_HAPTICS,8.542073163109021e-63,16.73822766528193
NET_SCH_DRR,8.537692969968546e-63,16.738258292591837
BMA220,8.505051120455183e-63,16.73848702618287
NET_VENDOR_3COM,8.398106808036328e-63,16.739242600552732
PCI_MMCONFIG,8.388553422772192e-63,16.73931056222775
ADIS16136,7.791679831711753e-63,16.74371721112589
NETFILTER_XT_MATCH_STATE,7.511396000707432e-63,16.745903951582562
CDROM_PKTCDVD,7.485929243637863e-63,16.74610665404652
VIDEOBUF_VMALLOC,7.198536649946388e-63,16.748443010792748
PATA_IT8213,6.679739656952463e-63,16.752906182720572
PPTP,6.016177435154789e-63,16.759147206644442
USB_DWC3,5.558533706766143e-63,16.763865077167626
SND_SB_COMMON,5.530896569088715e-63,16.76416225938097
USB_STORAGE_ONETOUCH,5.527689189791898e-63,16.764196844126822
NET_VENDOR_DLINK,5.199827955664148e-63,16.76784197339337
NETFILTER_XT_TARGET_NETMAP,4.859786398468668e-63,16.77187289966937
CRYPTO_SERPENT,4.502590139292045e-63,16.776421844971942
MOSTCORE,4.438595708016481e-63,16.77727467902294
MOST,4.438595708016481e-63,16.77727467902294
